g;1356
d;1457
e;2157
b;2089
c;1950
a;3067
n;1853
o;2265
l;1202
m;1770
h;1186
i;2897
t;2343
s;2114
r;2567
«;6595
»;6747
و;1616712
ى;255568
ي;2301356
ً;50127
َ;4875
ُ;8510
ـ;7049
ف;770748
ق;659870
ك;603149
ل;3413676
م;1844648
ن;1624871
ه;789341
ّ;28427
ِ;2418
خ;242921
د;863177
ج;401399
ح;539717
ت;1344762
ث;158178
ب;1013523
ة;895894
ئ;131768
ا;4630745
ؤ;38871
إ;208279
آ;31288
أ;532103
ء;100144
غ;122023
ع;966808
ظ;62699
ط;273543
ض;200388
ص;265885
ش;276980
س;726946
ز;177913
ر;1364832
ذ;206700
،;216406
؟;22002
؛;2025
ی;3941
ک;1267
«ا;2081
–;2349
«ال;1863
ؤسس;3699
ؤدي;1557
ؤخر;1378
أيا;3126
أيض;5277
ؤثر;1112
أين;1339
ؤتم;2499
أور;4706
أوس;2682
أهم;3011
أهل;2695
أوب;3160
أوا;1481
أول;11446
أوض;2207
أنّ;1070
أهد;1498
أنه;20456
أنن;2431
ؤال;2084
أمي;8394
أنب;1099
أمن;6623
أنا;4185
أنت;2003
أمو;2577
أمم;1900
أمل;2233
أنف;1728
أنظ;1326
ألا;1484
أكي;1659
ألة;1188
أمس;2582
ألم;5534
أما;9857
أمة;1308
ألف;3679
ألق;1077
أمر;13329
أقر;1236
أفك;1297
أقل;2459
أكب;2424
أقو;1600
أكث;7863
أكد;4121
أفغ;2453
أفض;2282
أفر;2184
أفا;1257
أعض;1608
أعل;5258
أعم;3623
أغس;1075
أغل;1319
أطف;1687
أطل;1279
أعر;1914
أعد;1121
أعت;1231
أصل;1510
أضا;4215
أصو;1577
إطا;1420
إضا;2454
إصل;1096
إعا;1846
إطل;1902
إست;1558
إره;3454
إصا;1076
إسل;8376
إسر;10812
إخو;1282
إدا;4641
إحد;1434
إذا;6444
ؤون;1844
ؤول;6670
إجر;2215
ؤلا;2679
ؤمن;1151
ؤكد;2821
إيل;1436
إير;7560
إيج;1376
ئرة;2362
ئرا;1351
ئدة;1104
إلا;6667
إلي;4484
إلى;43585
إما;1648
إقا;1319
إقل;1580
إمك;1645
إنج;1191
إنت;3689
ئات;1548
ئاس;2207
إنس;5525
إنم;1496
إنه;6157
إعل;5130
اضر;1643
اضط;1382
اطا;1550
اضي;12013
اصر;4125
اصل;4365
اصم;2645
اضح;2098
اصي;2646
اضا;3476
اعا;5884
اعب;4166
اعة;7482
اعت;12208
اعد;11984
اعر;1981
اطر;1389
اطع;1181
اطق;3116
اطف;1573
اطن;4755
اطل;2540
اطي;4451
اعي;9112
اغت;1434
اعه;1275
اعم;2054
اعل;5435
فإن;5032
فاء;2145
فار;3564
فاد;3125
فاص;1776
فائ;1884
فات;4888
فال;7691
فاق;6288
فاع;6541
فاض;1092
ادا;6725
اخل;7306
فاً;1255
احي;4535
فاي;1047
اد،;1848
