_	4140382
a	2324180
i	2108898
e	2000729
o	1948015
z	1412011
n	1405395
r	1194512
w	1162818
s	1087528
t	1015372
c	996705
y	970443
k	905695
d	855027
p	791559
m	718628
ie	659995
u	601344
l	596385
j	596317
a_	508082
ni	497155
e_	491385
_p	471235
ł	410962
_w	383621
b	377394
g	351043
o_	348567
_s	329218
i_	316868
_z	298057
na	296758
_n	284881
y_	279017
po	276123
ow	266127
ę	264606
st	259174
h	258632
cz	254887
ze	251056
nie	243651
rz	243181
ą	241105
ie_	237838
ch	227534
wi	224923
pr	221869
ra	221781
an	221293
_t	219852
w_	216900
zy	213751
_d	212739
ż	212720
za	208621
ó	207557
ro	200872
ia	198844
_k	197994
_o	197665
_m	196423
wa	193458
_po	191030
sz	188821
ta	184248
dz	181138
ki	173888
od	171284
ko	168844
_pr	164584
mi	163186
ar	156556
_na	155801
ka	154845
m_	152679
ś	152544
ej	151747
li	151734
ci	150067
do	149139
en	147847
zi	146679
je	144910
_b	143107
er	142200
z_	140339
ac	140277
to	138144
_w_	136450
_i	135658
_r	135438
go	133883
_j	133694
si	132952
na_	131827
on	131673
u_	131480
wy	129754
te	128948
dzi	128771
yc	127282
ię	125679
ał	125570
al	124553
_c	121858
rze	121749
sk	119979
or	119590
le	119371
h_	119145
es	118589
eg	118276
ch_	118264
em	117017
ę_	116947
os	115640
ne	115339
ty	115121
ny	114460
ak	113809
ą_	110768
prz	109885
_za	107546
at	106617
ic	105767
ć	104660
re	104570
ad	104177
_ni	103275
j_	101451
ów	100821
tr	99019
_do	98931
aw	98759
ła	98481
ol	98069
in	97107
ma	95625
am	95114
ed	94638
ego	93625
_a	91330
ej_	90723
ja	90550
f	89697
da	89293
ec	88284
owa	87633
la	87125
aj	87107
no	86972
wie	86380
_si	85968
ani	85045
ć_	84961
as	84487
ło	83329
ob	83163
_i_	82236
wo	82193
mo	81402
ych	81138
ym	81030
ł_	80993
zn	80526
go_	79643
ek	78760
_g	77944
się	77845
t_	77208
sta	77018
pi	77002
_u	76738
rzy	76634
nia	75628
_je	75339
_wy	74208
_z_	74038
k_	73782
że	72917
pa	71848
kie	71168
by	71137
sp	70661
ce	70500
ię_	70400
zie	69771
ku	69547
el	69386
cj	69068
_l	68498
we	68185
eni	67486
ry	66657
ia_	66310
om	66213
kt	65629
ys	65453
is	64663
czy	63684
ski	62786
ot	62772
_ko	61768
cy	61174
a_p	60435
ok	60242
ją	60044
dn	59721
oc	58928
ws	57372
e_p	57154
az	57060
iej	56909
bi	56828
zo	56740
_mi	56502
_ż	55657
tu	55631
d_	55335
owi	55139
em_	54951
oś	54814
że_	53874
e_w	52528
nt	52319
do_	52308
dy	51981
mie	51391
cze	51374
ez	51370
ń	51006
est	50876
_ro	50710
_te	50659
op	50366
ier	50067
ów_	49816
_wi	49585
_st	49438
śc	48990
ści	48882
de	48837
ym_	48335
ik	48305
zy_	48214
czn	47854
tó	47762
cie	47665
io	47614
to_	47060
_ma	46704
et	46385
_cz	45991
ur	45639
a_w	45556
pra	45520
kr	45365
e_s	45348
ru	44621
ln	44567
_sp	44515
us	44361
wan	43837
a_s	43710
ba	43662
ąc	43654
ny_	43641
ki_	43613
oz	42910
_to	42806
gr	42382
ach	42137
jes	42088
e_z	42033
pol	41902
ór	41686
pod	41651
ost	41604
o_p	41501
pro	41400
bo	41201
ka_	41068
_od	40453
ły	40353
_że	40326
sa	40028
ią	39982
tw	39593
li_	39437
ył	39274
wn	39158
so	39123
ne_	38972
ew	38917
yk	38629
my	38613
uj	38556
_pa	38543
og	38330
im	38328
ud	38241
ze_	38201
ż_	38141
yn	38026
_ja	38010
szy	37785
ał_	37560
mu	37430
ać	37208
ła_	37085
il	37074
i_p	37063
_ta	36959
_ty	36598
_by	36558
pow	36264
_mo	36208
nyc	36189
ca	36124
_f	36093
n_	36086
me	36081
lo	36004
ak_	35880
oj	35874
st_	35705
yw	35478
iał	35286
lu	35092
a_z	34865
_kt	34850
któ	34770
ga	34595
ji	34539
rt	34334
tk	34187
br	34172
ił	34136
ien	34062
sze	34014
a_n	33718
owe	33718
ró	33560
ęd	33517
tór	33465
ają	33444
o_w	33292
ali	33270
za_	33021
iem	32986
str	32967
nik	32908
_sz	32872
iel	32761
e_n	32747
je_	32571
odz	32561
ale	32486
y_p	32463
wia	32425
trz	32296
ho	32200
pe	32169
pie	32165
co	31980
_pi	31864
yt	31813
acj	31752
owy	31665
zą	31655
nic	31468
e_m	31370
le_	31128
a_t	31103
nk	31053
jak	30925
dni	30680
ać_	30385
zw	30272
oż	30265
raw	30204
_ka	30171
kon	30152
zk	29912
ami	29904
yst	29882
ap	29810
icz	29773
iu	29637
awi	29596
cza	29582
sł	29544
ich	29496
zys	29439
o_s	29434
iec	29225
ci_	29222
ied	29200
zen	29123
row	29118
_e	29088
i_w	29060
uc	29013
s_	28951
wa_	28940
eż	28931
gi	28886
dr	28871
tak	28842
ją_	28700
y_w	28693
ter	28650
_tr	28649
tn	28499
rac	28495
cy_	28333
ży	28316
fi	28182
ośc	28122
ku_	28100
ent	27884
_ś	27836
spo	27774
esz	27720
_o_	27535
tow	27526
ło_	27495
_dz	27454
un	27404
now	27399
se	27344
c_	27245
zc	27236
cji	27229
ała	27147
lk	27118
du	26933
kow	26893
e_d	26722
aż	26592
zu	26519
i_s	26415
_in	26266
be	26179
js	26179
cho	26088
ieg	26068
ag	26039
łu	26003
w_p	25992
it	25967
ecz	25941
zna	25755
ęc	25749
raz	25652
dow	25564
_ch	25551
ls	25542
y_s	25537
dl	25412
tyc	25182
a_d	25167
ji_	25137
_ra	25011
e_t	25004
a_o	24911
był	24905
o_n	24844
o_z	24824
nn	24744
tra	24690
mi_	24655
r_	24590
by_	24556
um	24529
jąc	24442
oł	24384
szc	24255
my_	24249
rs	24212
wsz	24153
uż	24124
rod	24110
ut	23997
ńs	23997
ąd	23829
i_z	23810
zcz	23800
naj	23791
_ws	23644
ies	23626
ły_	23618
od_	23618
y_z	23616
bie	23535
a_m	23511
e_o	23415
zd	23262
sto	23183
ist	23153
jed	23142
_re	23077
a_k	23020
lic	23006
yl	22969
_ob	22926
yj	22894
eś	22876
acz	22867
zas	22850
bu	22785
ska	22757
jn	22679
ona	22629
i_n	22552
ko_	22490
ub	22463
ycz	22405
iw	22326
ks	22295
ha	22242
y_n	22226
wał	22196
la_	22100
sc	22002
ną	21952
zł	21945
tan	21941
arz	21935
any	21895
roz	21885
oni	21882
ole	21853
aln	21850
sza	21833
_kr	21819
edn	21807
oli	21755
ju	21738
ri	21737
mia	21736
e_b	21684
ab	21614
nd	21580
ta_	21501
tor	21485
ni_	21468
cja	21440
sie	21435
ep	21426
wc	21412
sy	21375
łe	21302
ocz	21259
iz	21210
nej	21184
war	21174
rc	21171
o_t	21136
rd	21067
_wa	20989
ędz	20985
su	20953
yd	20800
edz	20697
art	20674
nym	20671
rw	20621
uk	20620
dy_	20592
rn	20458
kó	20447
gł	20446
neg	20422
zia	20360
ast	20328
ek_	20326
ce_	20237
ję	20194
w_s	20143
ora	20067
adz	20003
zed	19988
ii	19980
zę	19944
wię	19935
wni	19880
eb	19879
ejs	19866
ols	19824
rm	19755
ez_	19735
tni	19662
_os	19646
po_	19643
ada	19622
ja_	19526
dla	19457
ul	19353
era	19342
bę	19309
o_d	19289
wyc	19270
lsk	19262
_ba	19235
z_p	19134
yb	19106
pu	19092
św	19054
ns	19035
uje	18980
nc	18922
ań	18781
ry_	18728
moż	18689
bl	18681
gra	18663
ść	18640
szk	18570
obi	18520
ane	18489
zes	18440
eci	18408
zec	18378
_go	18299
tem	18284
ywa	18215
ra_	18201
świ	18152
mó	18097
ran	18076
będ	17944
_ki	17883
az_	17836
oda	17715
_h	17710
stw	17707
iu_	17704
_li	17606
_gr	17596
e_j	17539
zni	17492
żn	17491
ony	17472
pre	17466
a_i	17456
a_b	17385
m_p	17344
asz	17304
wsk	17227
im_	17212
_sa	17210
woj	17209
spr	17195
a_j	17177
ało	17172
zyc	17147
ków	17127
ić	17115
_a_	17112
no_	17087
up	16986
ięc	16985
kol	16980
a_r	16957
_al	16944
min	16914
lat	16853
cia	16840
zac	16829
